title,genres,year
Adam,"Drama,Romance",2009
Maria Full of Grace,"Drama,Thriller,Crime",2004
Beginners,"Drama,Romance,Comedy",2010
Feast,"Action,Comedy,Horror",2005
Goldfinger,"Adventure,Action,Thriller",1964
Antiviral,"Science Fiction,Horror",2012
It's a Wonderful Life,"Drama,Family,Fantasy",1946
Trainspotting,"Drama,Crime",1996
Paranormal Activity 2,"Horror,Thriller",2010
Waking Ned,"Comedy,Romance",1998
A Room with a View,"Drama,Romance",1985
The Purge,"Science Fiction,Horror,Thriller",2013
Sinister,"Horror,Thriller,Mystery",2012
Cat on a Hot Tin Roof,"Drama,Romance",1958
Beneath the Planet of the Apes,"Adventure,Science Fiction,Mystery",1970
Air Bud,"Comedy,Family,Drama",1997
Pokémon: Spell of the Unknown,"Adventure,Fantasy,Animation,Action,Family",2000
Friday the 13th Part VI: Jason Lives,"Horror,Mystery,Thriller",1986
The Bridge on the River Kwai,"Drama,History,War",1957
Spaced Invaders,"Comedy,Family,Science Fiction",1990
Family Plot,"Comedy,Crime,Thriller",1976
The Apartment,"Comedy,Drama,Romance",1960
Jason Goes to Hell: The Final Friday,"Fantasy,Horror,Thriller",1993
Torn Curtain,"Mystery,Thriller",1966
Dave Chappelle's Block Party,"Comedy,Documentary,Music",2005
Slow West,"Romance,Thriller,Western",2015
Krush Groove,"Drama,Music,Romance",1985
Next Day Air,"Action,Comedy,Crime",2009
Judgment at Nuremberg,"Drama,History",1961
Trippin',"Comedy,Romance",1999
Phat Girlz,"Comedy,Romance",2006
Before Midnight,"Romance,Drama",2013
Teen Wolf Too,"Comedy,Fantasy,Family",1987
Phantasm II,"Action,Horror,Science Fiction,Thriller",1988
Real Women Have Curves,"Comedy,Drama",2002
Water,"Drama,Foreign,Romance",2005
Whipped,"Comedy,Romance",2000
Kama Sutra - A Tale of Love,"Drama,History,Romance",1996
Please Give,"Comedy,Drama",2010
Willy Wonka & the Chocolate Factory,"Family,Fantasy",1971
Warlock: The Armageddon,"Fantasy,Horror,Science Fiction",1993
8 Heads in a Duffel Bag,"Comedy,Crime",1997
Days of Heaven,"Drama,Romance",1978
Basquiat,"Drama,History",1996
Frances Ha,"Comedy,Drama",2013
Tsotsi,"Crime,Drama",2005
Happiness,"Comedy,Drama",1998
DysFunktional Family,"Comedy,Documentary",2003
Tusk,"Comedy,Horror",2014
Oldboy,"Drama,Thriller,Mystery,Action",2003
Letters to God,"Action,Drama,Family,Thriller",2010
Hobo with a Shotgun,"Action,Comedy,Thriller",2011
Compadres,"Action,Comedy",2016
Freeway,"Comedy,Drama,Thriller",1996
Love's Abiding Joy,"TV Movie,Action,Drama,Family",2006
Damsels in Distress,"Comedy,Romance",2012
Creature,"Horror,Science Fiction,Thriller",1998
Bachelorette,"Comedy,Romance",2012
Brave New Girl,"Drama,Music,Family",2004
Summer Storm,"Comedy,Drama",2004
Fort McCoy,"War,Drama,History",2014
Chain Letter,"Horror,Thriller",2010
Just Looking,"Drama,Comedy",1999
The Eclipse,"Drama,Horror,Romance",2009
Demonic,"Thriller,Horror",2015
The Deported,"Comedy,Family",2010
Open Road,"Action,Drama,Thriller",2013
Never Back Down 2: The Beatdown,"Drama,Action",2011
Point Blank,"Action,Crime,Drama,Thriller",1967
Four Single Fathers,"Drama,Comedy",2009
Something Wicked,"Mystery,Thriller",2014
Chicago Overcoat,"Action,Crime,Thriller",2009
Barry Munday,"Comedy,Drama,Romance",2010
Pocketful of Miracles,"Comedy,Drama",1961
Close Range,"Crime,Action",2015
Boynton Beach Club,"Comedy,Drama,Romance",2005
Amnesiac,"Thriller,Mystery,Drama,Horror",2015
High Tension,"Horror,Thriller,Mystery",2003
Griff the Invisible,"Romance,Comedy,Drama",2011
Unnatural,"Thriller,Action,Horror",2015
Some Like It Hot,"Comedy,Romance",1959
Friday the 13th Part VII: The New Blood,"Horror,Thriller",1988
The Wizard of Oz,"Adventure,Family,Fantasy",1939
Young Frankenstein,"Comedy,Science Fiction",1974
Diary of the Dead,"Horror,Action,Science Fiction",2007
Lage Raho Munna Bhai,"Comedy,Drama,Romance",2006
The Black Stallion,"Adventure,Family",1979
Journey to Saturn,"Action,Adventure,Animation,Comedy,Science Fiction",2008
Donovan's Reef,"Adventure,Comedy,Romance",1963
The Dress,"Comedy,Drama",1996
A Guy Named Joe,"Drama,Romance,War",1944
Blazing Saddles,"Western,Comedy",1974
Friday the 13th: The Final Chapter,"Horror,Thriller",1984
Maurice,"Drama,Romance",1987
Timecrimes,"Science Fiction,Thriller",2007
Silver Medalist,"Action,Adventure,Comedy,Drama,Foreign",2009
Timber Falls,"Horror,Thriller",2007
Singin' in the Rain,"Comedy,Music,Romance",1952
A Haunted House,"Comedy,Horror",2013
That Thing You Do!,"Comedy,Drama",1996
Halloween III: Season of the Witch,"Horror,Mystery,Science Fiction",1982
Escape from the Planet of the Apes,"Action,Science Fiction",1971
Hud,"Action,Drama,Western",1963
Kevin Hart: Let Me Explain,"Comedy,Documentary",2013
My Own Private Idaho,"Drama,Romance",1991
Garden State,"Comedy,Drama,Romance",2004
Before Sunrise,"Drama,Romance",1995
Evil Words,"Horror,Mystery,Thriller",2003
Jesus' Son,"Comedy,Drama,Romance",1999
Saving Face,"Comedy,Romance",2004
Robot & Frank,"Science Fiction,Comedy,Drama,Crime",2012
My Life Without Me,"Drama,Romance",2003
The Spectacular Now,"Comedy,Drama,Romance",2013
Religulous,"Comedy,Documentary",2008
Fuel,"Documentary,Drama",2008
The Other End of the Line,"Comedy,Romance",2008
Anatomy,"Horror,Thriller",2000
Sleep Dealer,"Drama,Science Fiction,Thriller",2008
Super,"Comedy,Action,Drama",2010
Christmas Mail,"Comedy,Family",2010
Stung,"Comedy,Horror",2015
Thr3e,"Drama,Horror,Thriller",2006
Idiocracy,"Adventure,Comedy,Science Fiction",2006
This Is England,"Drama,Crime",2006
U.F.O.,"Action,Adventure,Science Fiction",2012
Bathing Beauty,"Comedy,Music",1944
Go for It!,"Drama,Family",2011
"Dancer, Texas Pop. 81","Comedy,Drama,Family",1998
Show Boat,"Music,Romance",1951
The Brave Little Toaster,"Fantasy,Adventure,Animation,Comedy,Family,Music",1987
Fantasia,"Animation,Family,Music",1940
8 Days,"Thriller,Drama",2014
Friday the 13th Part III,"Horror,Thriller",1982
Friday the 13th: A New Beginning,"Horror,Thriller",1985
Do You Believe?,"Fantasy,Drama",2015
Impact Point,"Thriller,Romance",2008
Eden,"Thriller,Drama",2015
Chicken Tikka Masala,"Comedy,Romance,Foreign",2005
There's Always Woodstock,"Romance,Comedy,Music",2014
Jack Brooks: Monster Slayer,"Action,Comedy,Horror",2007
The Best Years of Our Lives,"Drama,History,Romance",1946
Bully,"Crime,Drama",2001
Elling,"Comedy,Drama",2001
Mi America,"Drama,Crime",2015
[REC],"Horror,Mystery",2007
Lies in Plain Sight,"Drama,Mystery,Thriller",2010
Containment,"Thriller,Horror,Science Fiction",2015
The Timber,"Adventure,Drama,Western",2015
From Russia with Love,"Action,Thriller,Adventure",1963
The Toxic Avenger Part II,"Comedy,Horror,Action",1989
Sleeper,"Comedy,Romance,Science Fiction",1973
It Follows,"Horror,Thriller",2015
To Kill a Mockingbird,"Crime,Drama",1962
Mad Max 2: The Road Warrior,"Adventure,Action,Thriller,Science Fiction",1981
The Legend of Drunken Master,"Action,Comedy",1994
Boys Don't Cry,"Crime,Drama",1999
Silent House,"Horror,Mystery",2011
The Lives of Others,"Drama,Thriller",2006
Boom Town,"Adventure,Drama,Romance",1940
The Triplets of Belleville,"Adventure,Animation,Comedy,Drama",2003
Smoke Signals,"Drama,Comedy",1998
American Splendor,"Comedy,Drama",2003
Before Sunset,"Drama,Romance",2004
Amores perros,"Drama,Thriller",2000
Thirteen,"Crime,Drama",2003
Gentleman's Agreement,"Drama,Romance",1947
Touching the Void,"Documentary,Action,Adventure",2003
Alexander's Ragtime Band,"Drama,Music,Romance",1938
Me and You and Everyone We Know,"Comedy,Drama",2005
We Are Your Friends,"Drama,Music,Romance",2015
Ghost Dog: The Way of the Samurai,"Crime,Drama",1999
Harsh Times,"Crime,Drama,Thriller,Action",2005
Captive,"Crime,Drama,Thriller",2015
Full Frontal,"Comedy,Drama,Romance",2002
Shortbus,"Romance,Drama,Comedy",2006
Waltz with Bashir,"Drama,Animation,War",2008
The Diary of a Teenage Girl,"Drama,Romance",2015
Meek's Cutoff,"Drama,Western",2010
Inside Deep Throat,"History,Documentary",2005
Dinner Rush,"Drama,Action,Thriller",2000
Clockwatchers,"Comedy,Drama",1997
Subway,"Action,Thriller",1985
House of D,"Comedy,Drama",2005
Teeth,"Comedy,Horror",2007
Six-String Samurai,"Action,Adventure,Science Fiction",1998
It's All Gone Pete Tong,"Drama,Comedy,Music",2004
24 7: Twenty Four Seven,"Comedy,Drama,Romance",1997
Roadside Romeo,"Animation,Family,Foreign",2008
This Thing of Ours,"Drama,Action,Thriller",2005
The Lost Medallion: The Adventures of Billy Stone,"Adventure,Family",2013
The Last Five Years,"Comedy,Drama,Music,Romance",2014
The Missing Person,"Comedy,Drama,Mystery,Thriller",2009
Return of the Living Dead 3,"Comedy,Science Fiction,Romance,Horror",1993
London,"Drama,Action,Romance",2005
Circle,"Horror,Science Fiction",2015
Eden Lake,"Horror,Thriller",2008
Lesbian Vampire Killers,"Horror,Comedy",2009
Gangster's Paradise: Jerusalema,"Drama,Action,Crime,Foreign",2008
Freeze Frame,"Thriller,Drama,Crime",2004
Grave Encounters,"Thriller,Horror",2011
Nine Dead,"Crime,Drama,Horror,Thriller",2010
Rockaway,"Action,Adventure,Drama",2007
The Lady from Shanghai,"Crime,Drama,Mystery",1947
No Man's Land: The Rise of Reeker,"Horror,Thriller",2008
Highway,"Action,Adventure,Drama",2002
Small Apartments,"Comedy,Crime",2012
The Ghastly Love of Johnny X,"Comedy,Fantasy,Music",2013
All Is Bright,"Comedy,Drama",2013
The Torture Chamber of Dr. Sadism,"Mystery,Horror,History",1967
Straight A's,"Comedy,Drama",2013
A Funny Thing Happened on the Way to the Forum,"Comedy,Music",1966
The Legend of Hell's Gate: An American Conspiracy,"Action,Adventure,History,Western",2011
The Walking Deceased,"Science Fiction,Comedy",2015
The Curse of Downers Grove,"Thriller,Mystery,Horror,Drama",2015
River's Edge,"Crime,Drama",1986
Northfork,"Fantasy,Drama,Science Fiction",2003
The Marine 4: Moving Target,"Thriller,Action",2015
Buried,"Drama,Thriller,Mystery",2010
Submarine,"Drama,Comedy,Romance",2011
The Square,"Documentary,Drama,History",2013
ABCD (Any Body Can Dance),"Drama,Music",2013
Man on Wire,"Thriller,Documentary,Crime,History",2008
Abandoned,"Drama,Thriller",2015
The Last Exorcism,"Horror,Drama,Thriller",2010
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Drama,Comedy,War",1964
The Crime of Padre Amaro,"Drama,Romance",2002
Beasts of the Southern Wild,"Drama,Fantasy",2012
Battle for the Planet of the Apes,"Action,Science Fiction",1973
Songcatcher,"Drama,Music",2001
Higher Ground,"Drama,Thriller",2011
Vaalu,"Comedy,Romance",2015
The Greatest Movie Ever Sold,"Comedy,Documentary",2011
Travellers and Magicians,"Adventure,Drama,Foreign",2003
Deadline - U.S.A.,"Crime,Drama",1952
Sublime,"Horror,Thriller",2007
A Beginner's Guide to Snuff,"Thriller,Comedy,Horror",2016
Independence Daysaster,"Action,Science Fiction",2013
Dysfunctional Friends,"Comedy,Romance",2012
Run Lola Run,"Action,Drama,Thriller",1998
May,"Drama,Horror,Thriller,Romance",2002
Against the Wild,"Adventure,Family",2013
Conquest of the Planet of the Apes,"Action,Science Fiction",1972
In the Bedroom,"Drama,Thriller",2001
I Spit on Your Grave,"Thriller,Crime,Horror",2010
"Happy, Texas","Comedy,Crime",1999
My Summer of Love,"Drama,Thriller,Romance",2004
The Lunchbox,"Drama,Romance",2013
Yes,"Drama,Romance",2005
You Can't Take It With You,"Comedy,Romance",1938
From Here to Eternity,"War,Drama,Romance",1953
Grace Unplugged,"Drama,Music",2013
Foolish,"Comedy,Drama",1999
N-Secure,"Drama,Crime,Thriller",2010
Caramel,"Drama,Comedy,Romance",2007
Out of the Dark,"Thriller,Horror",2014
The Bubble,"Drama,Romance",2006
The Conversation,"Crime,Drama,Mystery",1974
Mississippi Mermaid,"Crime,Drama,Romance",1969
I Love Your Work,"Drama,Mystery",2003
Mr. Smith Goes to Washington,"Comedy,Drama",1939
Kids,"Drama,Crime",1995
The Squid and the Whale,"Comedy,Drama",2005
Kickboxer: Vengeance,"Action,Drama",2016
Spellbound,"Drama,Mystery,Thriller",1945
Exotica,"Drama,Mystery",1994
Buffalo '66,"Romance,Comedy,Crime,Drama",1998
Insidious,"Horror,Thriller",2010
Repo Man,"Comedy,Crime,Science Fiction,Thriller",1984
Nine Queens,"Crime,Drama,Thriller",2000
The To Do List,"Comedy,Romance",2013
Killing Zoe,"Action,Crime,Drama,Thriller",1993
Snow Angels,"Drama,Romance",2008
Unsullied,"Thriller,Action,Horror",2015
Session 9,"Horror,Mystery",2001
I Want Someone to Eat Cheese With,"Comedy,Romance",2006
Hatchet,"Comedy,Horror",2006
Modern Times,"Drama,Comedy",1936
Stolen Summer,"Drama,Family,Comedy",2002
My Name Is Bruce,"Comedy,Horror",2007
Forty Shades of Blue,"Drama,Romance",2005
Amigo,"Drama,History,War",2010
Pontypool,"Horror,Mystery,Science Fiction",2009
Me You and Five Bucks,"Romance,Comedy,Drama",2015
The Lords of Salem,"Horror,Thriller",2012
Housebound,"Horror,Comedy,Thriller",2014
Fetching Cody,"Comedy,Drama,Fantasy,Romance,Science Fiction",2005
Last I Heard,"Drama,Comedy",2013
Closer to the Moon,"Comedy,Drama",2013
Growing Up Smith,"Comedy,Family,Drama",2017
Checkmate,"Thriller,Action,Crime",2015
#Horror,"Drama,Mystery,Horror,Thriller",2015
Wind Walkers,"Action,Horror,Thriller",2016
Snow White and the Seven Dwarfs,"Fantasy,Animation,Family",1937
The Holy Girl,"Drama,Foreign",2004
Incident at Loch Ness,"Adventure,Comedy,Horror",2004
GirlHouse,"Horror,Thriller",2014
The Blue Room,"Drama,Crime,Thriller",2014
House at the End of the Drive,"Thriller,Horror",2014
Batman,"Family,Adventure,Comedy,Science Fiction,Crime",1966
"Lock, Stock and Two Smoking Barrels","Comedy,Crime",1998
Trees Lounge,"Comedy,Drama",1996
Eddie: The Sleepwalking Cannibal,"Horror,Comedy",2012
Queen of the Mountains,"Drama,Action",2014
The Hebrew Hammer,"Action,Comedy",2003
Neal 'n' Nikki,"Comedy,Romance",2005
Forget Me Not,"Drama,Horror,Romance",2009
Rebecca,"Drama,Mystery",1940
Friday the 13th Part 2,"Horror,Thriller",1981
C.H.U.D.,"Horror,Science Fiction",1984
The Lion of Judah,"Adventure,Animation,Comedy,Family",2011
Niagara,"Crime,Drama,Thriller",1953
Da Sweet Blood of Jesus,"Thriller,Comedy,Romance",2014
Saw,"Horror,Mystery,Crime",2004
Super Troopers,"Comedy,Crime,Mystery",2001
The Amazing Catfish,"Comedy,Drama",2013
Monsoon Wedding,"Comedy,Drama,Romance",2001
You Can Count on Me,"Drama,Romance",2000
The Trouble with Harry,"Comedy,Mystery,Thriller",1955
Reservoir Dogs,"Crime,Thriller",1992
The Blue Bird,"Drama,Family,Fantasy",1940
Blue Like Jazz,"Drama,Comedy",2012
Down & Out With The Dolls,"Comedy,Music",2003
Desire,"Drama,Romance",2011
The Blade of Don Juan,"Drama,Comedy",2013
Grand Theft Parsons,"Crime,Comedy,Drama,Adventure",2003
The Charge of the Light Brigade,"Action,Adventure,Drama,War",1936
Below Zero,"Thriller,Horror",2011
Airborne,"Action,Adventure,Comedy",1993
Cotton Comes to Harlem,"Action,Adventure",1970
Dead Man's Shoes,"Drama,Thriller,Crime",2004
From a Whisper to a Scream,"Comedy,Horror",1987
Beyond the Black Rainbow,"Fantasy,Science Fiction,Horror",2010
The Raid,"Action,Thriller,Crime",2011
The Dead Undead,"Horror,Science Fiction,Action",2010
The Vatican Exorcisms,"Horror,Documentary,Mystery",2013
Casablanca,"Drama,Romance",1942
Lake Mungo,"Horror,Thriller",2008
Rocket Singh: Salesman of the Year,"Drama,Comedy,Romance",2009
Silent Running,"Adventure,Drama,Science Fiction",1972
Tom Jones,"Adventure,Comedy,History,Romance",1963
Unfriended,"Horror,Thriller",2015
Taxi Driver,"Crime,Drama",1976
The Howling,"Drama,Horror",1981
Dr. No,"Adventure,Action,Thriller",1962
Chernobyl Diaries,"Horror,Thriller",2012
Cry_Wolf,"Horror,Thriller",2005
Godzilla 2000,"Adventure,Horror,Action,Science Fiction",1999
Blue Valentine,"Drama,Romance",2010
The Devil Inside,"Thriller,Horror",2012
Beyond the Valley of the Dolls,"Comedy,Drama,Thriller",1970
Love Me Tender,"Drama,Action,Western,Music,Romance",1956
Sands of Iwo Jima,"Action,Drama,History,War",1949
Shine a Light,"Documentary,Music",2008
The Green Inferno,"Action,Adventure,Horror,Thriller",2014
Departure,"Drama,Romance,Family",2016
The Sessions,"Drama,Romance,Comedy",2012
Next Stop Wonderland,"Comedy,Drama,Romance",1998
Martha Marcy May Marlene,"Drama,Thriller",2011
Obvious Child,"Comedy,Romance",2014
20 Feet from Stardom,"Documentary,Music",2013
Two Girls and a Guy,"Drama,Romance",1997
Walking and Talking,"Comedy,Drama,Romance",1996
The Broken Hearts Club: A Romantic Comedy,"Comedy,Drama,Romance",2000
Bubba Ho-tep,"Comedy,Horror,Thriller,Mystery,Fantasy",2002
Brigham City,"Crime,Drama,Mystery,Thriller",2001
Fiza,"Drama,Foreign,Romance",2000
All the Real Girls,"Drama,Romance",2003
Ajami,"Crime,Drama",2009
Wristcutters: A Love Story,"Comedy,Drama,Fantasy,Romance",2006
I Origins,"Science Fiction,Drama",2014
The Battle of Shaker Heights,"Comedy,Drama,Romance",2003
Antarctica: A Year on Ice,"Drama,Adventure,Documentary",2013
Hardflip,"Drama,Action",2012
The House of the Devil,"Mystery,Horror",2009
The Perfect Host,"Comedy,Thriller,Crime",2010
Safe Men,"Comedy,Crime",1998
Speedway Junky,"Romance,Drama,Crime",1999
The Last Big Thing,"Comedy,Drama",1998
The Specials,"Action,Comedy",2000
16 to Life,"Comedy,Romance",2009
Alone With Her,"Crime,Drama,Romance,Thriller",2006
Creative Control,"Drama,Science Fiction",2016
Special,"Drama,Fantasy,Science Fiction",2006
The Helix... Loaded,"Action,Comedy,Science Fiction",2005
In Her Line of Fire,"Drama,Action,Thriller",2006
The Jimmy Show,"Comedy,Drama",2002
Heli,"Crime,Drama",2013
Karachi se Lahore,"Family,Comedy",2015
Loving Annabelle,"Drama,Romance",2006
Hits,"Drama,Comedy",2014
Jimmy and Judy,"Action,Crime,Drama,Thriller",2006
Frat Party,"Comedy,Romance",2009
Snow White: A Deadly Summer,"Horror,Thriller",2012
Hidden Away,"Romance,Drama",2014
My Last Day Without You,"Comedy,Drama,Romance",2011
Steppin: The Movie,"Comedy,Romance",2009
Black Rock,"Thriller,Horror",2012
Truth or Dare,"Horror,Thriller,Mystery",2012
The Pet,"Drama,Thriller",2006
Bang Bang Baby,"Science Fiction,Drama,Music",2014
Zombie Hunter,"Comedy,Action,Science Fiction,Thriller",2013
Charly,"Drama,Romance,Science Fiction",1968
Banshee Chapter,"Horror,Thriller",2013
Ask Me Anything,"Drama,Mystery,Thriller",2014
And Then Came Love,"Comedy,Romance",2007
On the Waterfront,"Crime,Drama",1954
Hard Candy,"Drama,Thriller",2005
The Quiet,"Drama,Thriller",2005
The Brass Teapot,"Comedy,Fantasy,Thriller",2012
Bambi,"Animation,Drama,Family",1942
Latter Days,"Drama,Comedy,Romance",2003
Celeste & Jesse Forever,"Comedy,Drama,Romance",2012
Time Changer,"Comedy,Drama,Family,Science Fiction",2002
London to Brighton,"Crime,Drama,Thriller",2006
American Hero,"Action,Comedy,Science Fiction",2015
Windsor Drive,"Thriller,Mystery",2015
Crying with Laughter,"Comedy,Drama,Thriller",2009
Welcome to the Dollhouse,"Comedy,Drama",1995
Ruby in Paradise,"Drama,Romance",1993
Raising Victor Vargas,"Drama,Romance",2002
Pandora's Box,"Drama,Thriller,Romance",1929
Live-In Maid,"Drama,Foreign",2004
Deterrence,"Action,Drama,Mystery,Thriller",2000
Dead Snow,"Horror,Comedy",2009
Saints and Soldiers,"Action,Adventure,Drama,History,War",2003
Vessel,"Horror,Science Fiction",2012
American Graffiti,"Comedy,Drama",1973
Aqua Teen Hunger Force Colon Movie Film for Theaters,"Animation,Comedy",2007
Safety Not Guaranteed,"Comedy,Romance,Science Fiction,Drama",2012
Kevin Hart: Laugh at My Pain,"Comedy,Documentary",2011
Kill List,"Horror,Thriller,Crime",2011
The Innkeepers,"Horror,Thriller",2011
Interview with the Assassin,"Drama,Thriller",2002
Donkey Punch,"Horror,Drama,Thriller,Crime",2008
All the Boys Love Mandy Lane,"Horror,Mystery,Thriller",2008
The Sisterhood of Night,"Mystery,Drama,Thriller",2015
B-Girl,"Crime,Drama,Music",2009
Hav Plenty,"Action,Comedy,Romance,Science Fiction,Thriller",1997
Adulterers,"Thriller,Crime,Drama",2016
Escape from Tomorrow,"Horror,Fantasy",2013
Starsuckers,"Documentary,Foreign",2009
After,"Mystery,Thriller",2012
Walter,"Drama,Comedy",2015
Top Hat,"Comedy,Music,Romance",1935
The Blair Witch Project,"Horror,Mystery",1999
Woodstock,"History,Documentary,Music",1970
Mercy Streets,"Action,Adventure,Drama",2000
Carousel of Revenge,"Thriller,Mystery",2007
Water & Power,"Crime,Drama",2014
They Will Have to Kill Us First,"Music,Documentary",2015
